UserID,Preferences,Gender,NumberOfAdults,NumberOfChildren,Nature_Interest,Culture_Interest,Adventure_Interest,Food_Interest,Wellness_Interest,Entertainment_Interest,Shopping_Interest,Family_Interest,Cluster
533,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
534,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
535,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
536,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
537,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
538,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
539,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
540,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
541,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
542,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
543,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
544,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
545,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
546,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
547,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
548,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
549,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
550,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
551,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
552,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
553,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
554,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
555,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
556,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
557,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
558,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
559,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
560,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
561,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
562,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
563,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
564,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
565,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
566,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
567,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
568,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
569,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
570,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
571,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
572,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
573,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
574,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
575,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
576,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
577,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
578,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
579,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
580,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
581,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
582,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
583,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
584,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
585,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
586,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
587,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
588,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
589,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
590,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
591,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
592,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
593,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
594,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
595,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
596,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
597,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
598,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
599,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
600,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
601,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
602,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
603,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
604,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
605,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
606,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
607,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
608,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
609,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
610,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
611,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
612,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
613,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
614,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
615,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
616,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
617,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
618,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
619,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
620,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
621,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
622,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
623,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
624,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
625,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
626,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
627,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
628,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
629,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
630,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
631,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
632,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
633,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
634,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
635,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
636,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
637,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
638,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
639,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
640,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
641,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
642,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
643,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
644,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
645,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
646,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
647,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
648,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
649,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
650,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
651,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
652,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
653,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
654,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
655,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
656,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
657,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
658,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
659,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
660,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
661,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
662,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
663,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
664,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
665,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
666,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
667,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
668,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
669,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
670,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
671,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
672,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
673,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
674,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
675,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
676,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
677,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
678,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
679,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
680,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
681,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
682,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
683,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
684,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
685,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
686,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
687,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
688,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
689,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
690,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
691,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
692,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
693,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
694,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
695,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
696,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
697,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
698,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
699,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
700,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
701,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
702,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
703,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
704,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
705,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
706,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
707,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
708,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
709,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
710,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
711,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
712,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
713,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
714,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
715,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
716,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
717,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
718,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
719,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
720,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
721,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
722,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
723,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
724,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
725,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
726,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
727,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
728,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
729,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
730,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
731,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
732,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
733,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
734,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
735,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
736,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
737,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
738,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
739,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
740,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
741,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
742,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
743,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
744,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
745,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
746,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
747,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
748,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
749,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
750,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
751,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
752,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
753,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
754,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
755,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
756,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
757,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
758,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
759,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
760,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
761,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
762,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
763,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
764,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
765,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
766,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
767,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
768,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
769,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
770,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
771,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
772,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
773,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
774,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
775,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
776,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
777,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
778,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
779,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
780,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
781,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
782,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
783,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
784,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
785,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
786,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
787,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
788,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
789,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
790,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
791,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
792,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
793,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
794,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
795,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
796,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
797,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
798,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
799,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
