UserID,Preferences,Gender,NumberOfAdults,NumberOfChildren,Nature_Interest,Culture_Interest,Food_Interest,Wellness_Interest,Entertainment_Interest,Shopping_Interest,Family_Interest,Cluster,Guest_Segment
454,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
455,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
456,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
457,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
458,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
459,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
460,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
461,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
462,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
463,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
464,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
465,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
466,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
467,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
468,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
469,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
470,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
471,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
472,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
473,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
474,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
475,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
476,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
477,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
478,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
479,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
480,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
481,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
482,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
483,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
484,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
485,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
486,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
487,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
488,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
489,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
490,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
491,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
492,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
493,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
494,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
495,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
496,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
497,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
498,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
499,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
500,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
501,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
502,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
503,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
504,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
505,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
506,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
507,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
508,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
509,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
510,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
511,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
512,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
513,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
514,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
515,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
516,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
517,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
518,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
519,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
520,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
521,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
522,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
523,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
524,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
525,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
526,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
527,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
528,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
529,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
530,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
531,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
532,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
533,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
534,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
535,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
536,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
537,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
538,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
539,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
540,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
541,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
542,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
543,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
544,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
545,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
546,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
547,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
548,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
549,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
550,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
551,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
552,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
553,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
554,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
555,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
556,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
557,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
558,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
559,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
560,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
561,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
562,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
563,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
564,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
565,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
566,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
567,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
568,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
569,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
570,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
571,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
572,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
573,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
574,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
575,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
576,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
577,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
578,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
579,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
580,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
581,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
582,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
583,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
584,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
585,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
586,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
587,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
588,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
589,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
590,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
591,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
592,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
593,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
594,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
595,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
596,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
597,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
598,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
599,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
600,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
601,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
602,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
603,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
604,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
605,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
606,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
607,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
608,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
609,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
610,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
611,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
612,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
613,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
614,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
615,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
616,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
617,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
618,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
619,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
620,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
621,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
622,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
623,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
624,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
625,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
626,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
627,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
628,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
629,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
630,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
631,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
632,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
633,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
634,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
635,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
636,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
637,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
638,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
639,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
640,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
641,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
642,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
643,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
644,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
645,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
646,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
647,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
648,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
649,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
650,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
651,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
652,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
653,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
654,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
655,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
656,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
657,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
658,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
659,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
660,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
661,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
662,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
663,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
664,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
665,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
666,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
667,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
668,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
669,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
670,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
671,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
672,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
673,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
674,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
675,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
676,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
677,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
678,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
679,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
680,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
